town,riverName,station,typicalRangeHigh,lat,typicalRangeLow,lon,label
Nettlebridge,Mells River,53146,0.184,51.230768,0.011,-2.487678,Stoke Bottom Farm
Knettishall,Little Ouse,E22163,0.295,52.390173,0.054,0.871573,Knettishall
Port Isaac,Coastal Stream,49170,0.435,50.589157,0.108,-4.830228,Port Isaac
Waterhouses,River Hamps,4041,0.466,53.04899,0.119,-1.879122,Waterhouses
,,E1598,unknown,53.46088434580123,unknown,-0.4741959129944965,ElementNotMappedToAnOutstation
Newpound Common,Arun,E9900,10,51.022515,6.617,-0.477328,New Bridge
Gwithian,Red River,48186,1.09,50.229594,0.657,-5.388678,Gwithian
Bovey Tracey,River Bovey,46133,0.777,50.595603,0.416,-3.682853,Bovey Parke
Middleton-In-Teesdale,River Tees,F3505,1.8,54.620105,0.368,-2.07894,Middleton
Brampton,River Ouse,E61201,0.301,52.319854,0.075,-0.205625,Brampton Sluice
Galgate,Conder,724836,1.5,53.991743,0.11,-2.792162,Galgate
Sladesbridge,River Camel,49133,1.5,50.509303,0.058,-4.80481,Sladesbridge
Frilsham,Pang,2140TH,0.329,51.453438,0.023,-1.228555,Frilsham
Hedgehog Bridge,Witham,E1203,1.439,53.009861,0.517,-0.11602,Langrick Bridge
Cundall,River Swale,F2302,3,54.153752,0.221,-1.350739,Crakehill
Wantage,Letcombe Brook,1756TH,0.77,51.588848,0.371,-1.431205,Wantage
Hungerford,Dun,2239TH,0.172,51.414788,0.053,-1.539372,Hungerford Dun
Sedgwick,Kent,730511,2.5,54.280023,0.19,-2.755861,Sedgwick
Donnington,Lambourn,2269TH,0.316,51.410964,0.107,-1.325174,Shaw
Langport,Long Load Main Drain,52152,2.057,51.031606,0.94,-2.799018,Huish Episcopi PS
Walthamstow,Ching Brook,5378TH,2,51.603395,0.995,-0.012274,Walthamstow
Southall,Yeading Brook,3650TH,2.08,51.518702,0.115,-0.391757,"Yeading, Brookside Road"
Twickenham,Crane,3680TH,0.25,51.448604,0.018,-0.339937,Marsh Farm
Rawcliffe,Blue Beck,L2462,unknown,53.977937,unknown,-1.118128,Rawcliffe
Pilling,Broadfleet,725139,1.11,53.932062,0.244,-2.905476,"Pilling, Broadfleet"
Donyatt,River Isle,52115,0.526,50.921842,0.124,-2.940546,Donyatt
Staines,Colne,2898TH,1.8,51.437123,1.133,-0.512241,Staines Trading Estate
Polstead,River Box,E22697,0.68,52.003937,0.102,0.890968,Polstead
Beckenham,The Beck,4345TH,0.85,51.406058,0.418,-0.024366,Beckenham
Walton-On-Thames,Thames,3100TH,3.41,51.391307,3.17,-0.421424,Walton
Brentford,Brent,3892TH,1.84,51.48248,0.303,-0.312323,Brentford
Ilkley,River Wharfe,F1902,2.9,53.928888,0.09,-1.82482,Ilkley
Horrabridge,River Walkham,47118,1,50.509965,0.207,-4.098094,Horrabridge
Bridlington,North Sea,L3001,unknown,54.085154,unknown,-0.182309,Bridlington
Old Basing,Loddon,2401TH,1.2,51.278294,1.001,-1.045224,Pyotts Bridge
Peterborough,Nene,E1997,2.26,52.560077,0.911,-0.281816,Orton Sluice
Cummersdale,Caldew,765013,2.2,54.865626,0.28,-2.944447,Cummersdale
Carshalton,Wandle,4159TH,0.425,51.367034,0.047,-0.162812,Carshalton Ponds
Blackwater,Blackwater,2431TH,1.7,51.330889,1.046,-0.775604,Blackwater Bridge
Merton,Graveney,4189TH,1.8,51.421965,0.054,-0.173411,Longley Road
Barnstaple,Coney Gut,50137,0.311,51.074943,0.064,-4.050919,Portmarsh Lane
Hexham,Cockshaw Burn,023041,0.03,54.973809,-0.02,-2.105629,Hexham Tanners Row In screen
Chelmsford,River Chelmer,E22869,0.75,51.736622,0.061,0.479442,Springfield
Calgarth (Trout beck Bridge),Trout Beck,735328,0.713,54.390814,0.223,-2.931474,Calgarth (Trout beck Bridge)
Fairford,Coln,0680TH,1.05,51.709394,0.415,-1.783971,Fairford
Bishopsworth,Colliters Brook,53137,0.385,51.427707,0.012,-2.63391,Colliters Brook
Briantspuddle,River Piddle,44206,0.613,50.739761,0.173,-2.25333,Briantspuddle
Lindfield,Ouse [So],E8350,1.44,51.006255,0.032,-0.079888,Scrasebridge
Allerby,Ellen,754016,1.5,54.732405,0.24,-3.405386,Bull Gill
Abingdon,Stert,1679TH,1.7,51.684602,0.05,-1.282696,Abingdon
Haydon Bridge,River South Tyne,023004,2.7,54.976681,0.238,-2.226498,Haydon Bridge
Market Warsop,River Meden,4032,0.41,53.206134,0.15,-1.165417,Church Warsop
Milton Keynes,Ouzel,E22377,1.281,52.06301,0.119,-0.710466,Milton Keynes M1 Ultrasonic
Drewsteignton,River Teign,46124,1.052,50.695696,0.19,-3.739489,Clifford Bridge
Knaresborough,River Nidd,L2105,1.3,54.004225,0.42,-1.465969,Knaresborough
Winchelsea Beach,Brede,E6520,2.5,50.923434,0.188,0.72054,Winchelsea Strand Bridge
Boscastle,River Valency,49124,1.84,50.691075,0.469,-4.694207,Boscastle New Mills
Kingsclere,Kingsclere Brook,2275TH,0.206,51.325621,0.08,-1.249358,Kingsclere
Arundel,Arun,E9520,unknown,50.853823,unknown,-0.552755,Arundel Queen St Bridge
Mytchett,Blackwater,2427TH,1.3,51.29741,0.363,-0.739058,Farnborough
Blyth,North Sea,022999,unknown,55.127712,unknown,-1.494998,Blyth
Wareside,Ash (Hertfordshire),5080TH,0.57,51.814817,0.095,0.020302,Mardock
Throop,River Stour,43212,1.2,50.763832,0.353,-1.84203,Throop
South Cerney,Churn,0278TH,1.02,51.673897,0.345,-1.934146,South Cerney
Warwick,River Avon,2091,1.463,52.284932,0.399,-1.562658,Warwick
Coldblow,Cray,E15350,0.75,51.445998,0.03,0.158543,Hall Place
Hales Place,Great Stour,E3966,1.2,51.29566,0.106,1.088238,Vauxhall Bridge
Stamfordham,River Pont,022010,0.64,55.039714,0.086,-1.859133,Heugh Mill
Walsden,River Calder,L1209,0.38,53.690792,0.025,-2.101414,Walsden
Broughton,Irwell,690510,2.7,53.499526,0.728,-2.271756,Manchester Racecourse
Clyst Honiton,River Clyst,45130,1.361,50.733158,0.611,-3.437637,Clyst Honiton
Onibury,River Onny,2054,1.7,52.405995,0.7,-2.80328,Onibury
Toddington,River Isbourne,2648,0.53,51.999754,0.31,-1.952083,Toddington
Silvertown,Thames Tideway,0001,unknown,51.497504,unknown,0.052616,Silvertown
Clanfield,Clanfield Brook,0911TH,0.811,51.719421,0.613,-1.588977,Clanfield
Highleadon,River Leadon,2017,2,51.909034,0.181,-2.32673,Wedderburn Bridge
Swallowfield,Loddon,2420_w2TH,0.4,51.381826,0.08,-0.966655,Sheepbridge
Horley,Burstow Stream,3235TH,3.3,51.186743,1.398,-0.163694,Bonehurst Bridge
Wath,River Nidd,F2108,1.1,54.110374,0.082,-1.785817,Gouthwaite
Newburgh,Douglas,700311,1.7,53.588789,0.1,-2.773605,Parbold
Weymouth,River Wey,44109,0.35,50.653725,0.134,-2.473258,Broadwey
Stroud,Frome (MI),2513,0.857,51.753386,0.287,-2.322244,Eastington
Launton,Langford Brook (Bicester),1484TH,0.691,51.895439,0.103,-1.13585,Langford Village
Blewbury,Mill Brook,2020TH,0.187,51.573061,0.086,-1.233747,Blewbury
Weybridge,Thames,2904TH,0.281,51.382892,0.076,-0.458071,Shepperton Lock
Swaythling,Monks Brook,E12401,0.75,50.953881,0.059,-1.370394,Stoneham Lane
Whetstone,Whetstone Brook,4195,1.1,52.553447,0.088,-1.171951,Whetstone
Moreton in Marsh,Evenlode,1208TH,1,51.988876,0.095,-1.697906,Moreton
Cassington,Evenlode,1290_w1TH,0.685,51.786053,0.085,-1.351198,Cassington Weir A
Sandon,Sandon Brook,E22897,0.75,51.720457,0.035,0.539834,Sandon Bridge
Pool,River Wharfe,L2008,2.9,53.905078,0.09,-1.630095,Pool Bridge
Shipton Under Wychwood,Evenlode,1238TH,1.448,51.861678,0.563,-1.594363,Shipton
Porlock,Hawkcombe Stream,51112,0.045,51.207333,0,-3.596358,Parsons Street
Dronfield,River Drone,L0215,0.5,53.303167,0,-1.47175,Dronfield
Lamberhurst,Teise,E1890,1.5,51.1015,0.014,0.392574,Lamberhurst
Barton Seagrave,Ise,E2699,1.3,52.377799,0.076,-0.720415,Slade Brook
Darton,River Dearne,L0809,0.613,53.58418,0.289,-1.52866,Darton
Glenfield,Rothley Brook,4158,1.15,52.648317,0.76,-1.215391,Glenfield
Shalford,Tillingbourne,3079TH,0.197,51.220824,0.088,-0.569459,Shalford
Epperstone,Dover Beck,4060,0.75,53.024857,0.098,-1.028024,Lowdham
Portinscale,River Derwent,751007,1.327,54.604556,0.307,-3.159541,Portinscale
Whittonditch,Kennet,2232TH,0.41,51.436872,0,-1.577706,Knighton Side
Greatford,West Glen (To Kates Bridge),E2304,1.18,52.68874,0.045,-0.412477,Shillingthorpe
,,49152,unknown,50.47170833657138,unknown,-4.718637043590037,BODMIN CROCKWELL STREET
Roxton,River Ouse,E21657,1.04,52.166195,0.267,-0.309298,Roxton
Upavon,River Avon,43115,0.7,51.302514,0.056,-1.809882,Upavon West
Ashford in the Water,River Wye,4023,0.75,53.223665,0.267,-1.727504,Ashford in the Water
Hannington Wick,Thames,0569TH,3.761,51.663588,2.07,-1.749677,Hannington Bridge
Eagley,Eagley Brook,690450,0.386,53.613958,0.185,-2.427881,Threadfold Way
Abingdon,Thames,1503TH,0.17,51.670388,-0.25,-1.268257,Abingdon Lock
Stockton On Tees,Lustrum Beck,L3934,5.46,54.574258,3.939,-1.316493,Stockton Primrose Hill
Ashburton,River Ashburn,46115,0.372,50.5162,0.117,-3.757538,Ashburton Lower
Nunnington,River Riccal,F2581,0.44,54.215889,0.161,-0.969759,Nunnington
Northfleet,Medway,E210,unknown,51.446984,unknown,0.341367,Gravesend
Allington,Foston Beck,E4222,0.85,52.94938,0.037,-0.702125,Allington
Catcliffe,River Rother,L0303,26.118,53.390594,25.333,-1.361999,Catcliffe
Castle Bytham,West Glen (To Kates Bridge),E4482,0.99,52.755941,0.01,-0.534509,Castle Bytham
St Neot,St Neot River,49115,0.574,50.465604,0.167,-4.55955,Craigshill Wood
Northampton,Nene,E42124,1.202,52.230338,1.13,-0.897436,South Bridge
Yiewsley,Frays,2891TH,1.2,51.509078,0.74,-0.47713,Yiewsley
Milton,River Cam,E60101,0.294,52.236542,0.218,0.176925,Cambridge Baits Bite
Harraby Green Carlisle,Petteril,764010,0.705,54.879957,0.249,-2.917974,Harraby Green Business Park
Alton,Wey,3010TH,0.205,51.149557,0,-0.976568,Alton High Street
"Seaton Mill, Barepot, Workington",Derwent,753050,0.96,54.663532,0.513,-3.370199,"Seaton Mill, Barepot, Workington"
Broadland Row,Royal Military Canal Outflow Sea,E6140,0.433,50.950221,0,0.630976,Hundred House Bridge
Bishop Monkton,Bishop Monkton Beck,L2221,0.4,54.090598,0.139,-1.497502,Bishop Monkton
Tilford,Wey,3040TH,1,51.181979,0.139,-0.750222,Tilford
Upper Beeding,Adur,E9140,3.322,50.882836,0.108,-0.306828,Beeding Bridge
Stanford In The Vale,Ock,1745TH,0.454,51.632965,0.069,-1.505814,Stanford Vale
Dacre,Dacre Beck,761706,1.2,54.628797,0.3,-2.837846,Dacre Bridge
Weldon,Willow Brook,E1310,3.64,52.493886,0.003,-0.649292,Weldon Flood Storage Reservoir
Cogenhoe,Nene (N'hampton-Wollaston),E2119,0.605,52.246264,0.273,-0.779863,Cogenhoe
Morwick,River Coquet,022001,2.8,55.33398,0.27,-1.632675,Morwick
Marston Meysey,Marston Meysey Brook,0530TH,0.394,51.667039,0,-1.816893,Whetstone Bridge
Keadby,River Trent,4098,6.6,53.591975,0.612,-0.738178,Keadby
Riseley,River Kym,E24829,1.4,52.249147,0.815,-0.485347,Riseley
Brushford,River Barle,45121,0.842,51.021855,0.179,-3.53136,Brushford
Over,Swavesey Drain,E21968,1.215,52.320879,0.215,-0.002271,Webbs Hole Sluice
Dutlas,River Teme,2639,0.6,52.394857,0.024,-3.160345,Dutlas
Lanchester,Smallhope Burn,024017,1.2,54.82499,0.099,-1.744671,Lanchester Front Street
Fotheringhay,Willow Brook,E1533,0.501,52.526819,0.117,-0.428685,Fotheringhay
Clitheroe,Pimlico Brook,710315,0.301,53.877796,0.067,-2.387601,Pimlico Brook
Perranporth,Perrancombe Stream,48121,1,50.340195,0.01,-5.15746,Perrancoombe
South Norwood,Norbury Brk,4182TH,1.3,51.394765,0.958,-0.097302,Thornton Heath
Kingford,Tamar,47137,1.8,50.823657,0.06,-4.438698,Tamarstone Bridge
Ickenham,Pinn,2887TH,1.125,51.565274,0.557,-0.452775,"Ickenham, Swakeleys Road"
Tenbury Wells,River Teme,2008,4.5,52.313207,0.428,-2.591539,Tenbury
Kenwith,Kenwith Stream,50193,0.65,51.023856,0.42,-4.236897,Kenwith Castle
Gloucester,Wotton Brook,2268,2,51.85196,0.02,-2.18652,Kingscroft Road
Selby,River Ouse,L24001,3.776,53.783305,0.132,-1.057483,Selby Lock
Crudgington,River Strine,2170,0.788,52.754258,0.166,-2.534083,Crudgington
Hirst Courtney,West Bank Pond,L1821,1,53.707591,0.265,-1.056828,West Marsh Washlands
Wetheral,Eden,762505,3.36,54.890119,0.41,-2.830743,Great Corby
Wivenhoe,Essex Coast,E24323,unknown,51.852475,unknown,0.963271,Colne Barrier
Shipley,River Erewash,4186,2.8,53.003454,0.964,-1.310004,Shipley Gate
Wyre Piddle,Piddle Brook,2133,0.64,52.126787,0.116,-2.056054,Wyre Piddle
Minehead,North Somerset Coast,51103,unknown,51.213871,unknown,-3.474382,Minehead
Chesterfield,River Rother,L0206,1.071,53.233706,0.51,-1.418671,Hady Hill
Hillingdon,Yeading Brook,3635TH,2,51.541775,0.162,-0.418198,"Hillingdon, Charville Lane"
Brushford,River Taw,50119,0.504,50.845457,0.118,-3.886253,Taw Bridge
,,L3206,unknown,53.75180142323557,unknown,-0.3332078014685952,Hull High Flags
Riding Mill,River Tyne,023023,2.1,54.951725,0.329,-1.959367,Riding Mill
Great Mitton,Hodder,711610,1.9,53.855184,0.254,-2.451318,Hodder Place
Great Elm,Mells River,53119,0.502,51.240687,0.084,-2.349087,Vallis
Clavering,Stort,5112TH,1,51.965459,0.027,0.146003,Clavering
Bampton,River Batherm,45159,1.396,50.989182,0.018,-3.484134,Bampton Bridge
Christchurch,Christchurch Coast,43106,unknown,50.730338,unknown,-1.773396,Christchurch
Milford,River Sow,4014,1.986,52.791503,0.3,-2.038506,Milford
Harlow,Pishiobury Brook,5172TH,1.93,51.795404,0.016,0.134177,Pishiobury Brook
Gloucester,Horsbere Brook,2221,2,51.881479,0.338,-2.206851,Clomoney Way
Taplow,Thames,2602TH,0.25,51.532713,0,-0.699466,Boulters Lock
Staines,Ash (Surrey),3115TH,0.6,51.430935,0.371,-0.496618,Knowle Green
Portsmouth,River Calder,L12010,0.48,53.732271,0.084,-2.153507,Portsmouth Lennox Road
Ensbury,River Stour,43231,1.913,50.768235,0.322,-1.876842,Ensbury
Great Coates,Laceby Beck,E1696,0.78,53.574576,0.189,-0.108253,River Freshney Grimsby
Elvington,River Derwent,L2806,6.25,53.917969,5.467,-0.931123,Elvington Sluices
Lower Darwen,Darwen,713120,1.1,53.731625,0.304,-2.490617,Ewood
Stathe,River Parrett,52125,7.61,51.053328,4.182,-2.891431,West Sedgemoor PS
London Colney,Colne,2814TH,1.5,51.719476,0.939,-0.289861,London Colney
Bampton,Haweswater Beck,761103,1,54.536126,0.07,-2.762643,Burnbanks
Beccles,River Waveney,E23019,1.1,52.464571,0,1.564233,Beccles Quay
Stopsley,Lee (Upper),4625TH,2.1,51.896722,0.013,-0.419615,"Luton, Stockingstone Road"
Tilbury,Thames Tideway,0020,unknown,51.456735,unknown,0.334956,Tilbury
Titley Mill,Arrow,055013_TG 326,1,52.220498,0.062,-2.984666,Titley Mill
Swinford,Thames,1201TH,0.371,51.774692,0.038,-1.356854,Eynsham Lock
Dorchester,Thame,1993TH,2.085,51.641035,0.223,-1.163757,Dorchester
Hinton On The Green,River Isbourne,2036,2.65,52.064842,0.072,-1.966688,Hinton On Green
Witton Park,River Wear,024008,3.4,54.67286,0.285,-1.733251,Witton Park
Myton-On-Swale,River Swale,L2300,3.436,54.095246,0.437,-1.334833,Myton-On-Swale
Launceston,River Kensey,47128,1.2,50.639598,0.433,-4.407654,Truscott
Burtle,North Drain,52213,1.933,51.199702,1.644,-2.861707,North Drain
Shropham,Thet,E21230,1.43,52.492126,0.102,0.938899,Redbridge
Ancouts,Medlock,690715,0.438,53.481022,0.083,-2.212509,Gurney Street
Leigh Woods,River Avon,53184,1.128,51.439017,0.93,-2.62578,Ashton Vale
Salt end,Roall Dyke,L1812,unknown,53.721999,unknown,-1.149345,Roall Ings
Okehampton Camp,East Okement River,50147,0.499,50.704049,0.22,-3.974907,East Okement Farm
Wadesmill,Rib,4980TH,1.6,51.839044,0.128,-0.027533,Wadesmill
Parkend,River Lyd,2124,0.6,51.764493,0.044,-2.556805,Parkend
Iron Acton,Bristol Frome,53147,0.591,51.543699,0.141,-2.464859,Tubbs Bottom
Wallington,Wallington,E11301,1.39,50.863667,0.076,-1.166426,North Fareham weir
Old Malton,River Derwent,F2809,3.095,54.146645,0.336,-0.759757,"Malton, A64 Road Bridge"
Sydling St Nicholas,Sydling Water,44216,0.255,50.795256,0.072,-2.522871,Sydling St Nicholas
Uckfield,Uck,E8360,1.3,50.968752,0.3,0.097884,Uckfield Mill upstream
St Ives,River Stennack,48187,0.659,50.206022,0.028,-5.49846,St Ives Consols Farm
Thorpe Le Fallows,Till,E1835,2.87,53.329892,0.836,-0.644055,Squires Bridge
Titson,River Neet,49134,1.3,50.788684,0.045,-4.516349,Woolstone Mill
Lambourn,Lambourn,2251TH,1.077,51.508084,0.7,-1.530219,Lambourn
Kendal,Stock Beck,730512,0.422,54.3317,0.22,-2.736971,"Stock Beck, Jewsons Yard"
Stoke Newington,Lee,5390TH,6.1,51.567832,5.778,-0.051025,Lea Bridge
Abridge,Roding,5459TH,1.9,51.65178,0.82,0.119024,Abridge
Langport,Isle,52153,3.019,51.008129,0.917,-2.832096,Midelney
Gosberton Clough,South Forty Foot,E47061,2.83,52.849491,0,-0.275979,Dowsby Fen
Witham,River Brain,E22832,0.61,51.801923,0.041,0.634694,Guithavon Valley
Sharow,River Ure,L2203,0.89,54.144644,0.03,-1.516213,Ripon Ure Bank
Denham,Colne,2880TH,1.1,51.559236,0.803,-0.484082,Willowbank
Rothersthorpe,Wootton Brook,E4427,1.09,52.212737,0.061,-0.938853,Wootton Park
Warkworth,River Coquet,022020,0.845,55.348353,0.32,-1.608289,Warkworth
Sheffield,Porter Brook,L0410,0.3,53.376972,-0.011,-1.463457,Sheffield Station
Chiselborough,River Parrett,52116,0.628,50.92686,0.054,-2.768537,Chiselborough
Rotherham,Blackburn Brook,L0670,1.8,53.429981,0.032,-1.423463,Sheffield Blackburn
Simonsbath,River Barle,45140,0.417,51.13829,0.019,-3.758506,Simonsbath
Leighton Buzzard,Clipstone Brook,E21987,1.47,51.924207,0.022,-0.634231,Clipstone Brook
Luxulyan,Par River,48140,1.4,50.390824,0.183,-4.753487,Luxulyan
Skinningrove,Kilton Beck,L2922,5.1,54.567493,4.429,-0.898737,Skinningrove
Stroud,River Frome,2027,0.95,51.740019,0.133,-2.24687,Ebley Mill
Langbar,River Wharfe,F1903,1.87,53.940619,0.189,-1.861331,Addingham
Boxford,River Box,E21852,1.77,52.028438,0.065,0.858403,Boxford
Long Melford,Chad Brook,E22563,0.72,52.080294,0.047,0.724408,Long Melford
Plympton,Tory Brook,47119,1.16,50.401002,0.311,-4.039339,Newnham Park
Eastville,Bristol Frome,531115,0.704,51.470324,0.099,-2.566101,Eastville
Congresbury,Congresbury Yeo,52204,0.345,51.363932,0.08,-2.788918,Iwood
Mirfield,River Calder,L1307,2.5,53.671578,0,-1.697228,Ledgard Bridge
Hemel Hempstead,Bulbourne,2846TH,1.5,51.741057,0.205,-0.47337,"Hemel Hempstead, Two Waters Road"
Chapel Haddlesey,River Aire,L1803,unknown,53.728909,unknown,-1.125272,Chapel Haddlesey
Tanfield,River Team,023042,0.443,54.887182,0.158,-1.700147,Tanfield
East Cowes,Medina,E15040,unknown,50.763267,unknown,-1.296672,Cowes
Downton,River Avon,43162,0.652,50.994106,0,-1.748006,Downton Iron Bridge
Greenford,Brent,3870TH,0.805,51.527366,0.127,-0.344873,"Greenford,Costons Lane"
Brislington,Brislington Brook,53138,0.192,51.431118,0.026,-2.553489,Brislington
Thornton Steward,River Ure,F2206,2.5,54.269291,0.267,-1.709758,Kilgram
East Stoke,River Frome,44207,1.424,50.681026,0.565,-2.189136,East Stoke
Harbertonford,River Harbourne,46162,0.742,50.392662,0.237,-3.711616,Harbertonford Bridge
Bickley,Kyd Brook,4383TH,1.9,51.411956,0.833,0.051097,Lower Camden
Low Marishes,River Derwent,F2702,3.578,54.185605,1.005,-0.725015,Low Marishes
Newhey,Beal Bridge,690200,0.284,53.59901,0.108,-2.095119,Beal Bridge
Fordingbridge,River Avon,43125,1.079,50.928405,0.391,-1.777274,East Mills Weir
Horncastle,Bain,E1901,0.63,53.210372,0.045,-0.117717,Horncastle Victoria Mill
Rotherham,Catcliffe Drain,L0313,27.4,53.390594,25.668,-1.361999,Catcliffe Drain
Whittlesey,Nene (Orton - Wash),E4826,1.35,52.568529,0.049,-0.123188,Little Bridge
Hedon,Burstwick Drain,L3313,1.75,53.73658,0.042,-0.195869,Hedon Thorn Road Bridge
Melbourne Park Carlisle,River Petteril,764020,0.831,54.889748,0.253,-2.913769,Melbourne Park Carlisle
Hartburn,River Tees,L3907,2.753,54.562523,2.606,-1.309081,Stockton
Totteridge,Dollis Brook,3806TH,1.7,51.614894,0.22,-0.189437,North Finchley
Cerney Wick,Churn,0290TH,0.566,51.665333,0.015,-1.891795,Cerney Wick
Bromley,Ravensbourne,4319TH,1.2,51.400276,0.052,0.019377,Bromley South
Ashurst,Adur,E9150,2.8,50.937956,0.25,-0.300728,Chates Weir
Great Harrowden,Ise,E2662,1.17,52.334238,0.129,-0.683513,Harrowden
Beal,River Aire,F1806,3.55,53.723209,0.32,-1.198257,Beal Weir Bridge
Oakley,River Stour,43213,1.26,50.789681,0.455,-1.971312,Wimborne
Upper Tean,River Tean,4121,0.4,52.953586,0.039,-1.989532,Upper Tean
Shipston-On-Stour,River Stour (Warks),2092,0.969,52.062264,0.119,-1.622014,Shipston
Long Ditton,Thames,3104TH,5.5,51.393384,4.46,-0.331228,Thames Ditton Island
Giggleswick,Ribble,710102,1.8,54.065287,0.086,-2.285676,Penny Bridge
Brixworth,Nene - Brampton Branch,E2129,1.5,52.329443,0.05,-0.919921,Brixworth
Lower Nazeing,Nazeing Brook,5313TH,1.5,51.735268,0.099,0.019953,Lower Nazeing
Hartburn,River Hartburn,022011,0.95,55.177213,0.052,-1.871211,Hartburn
Milverton,Hillfarrance Brook,52107,0.383,51.035518,0.11,-3.265957,Milverton
Bromyard,Frome,055040,2.3,52.191185,0.048,-2.501355,Bromyard
Ashclyst,River Clyst,45131,0.682,50.776088,0.083,-3.403906,Ashclyst
Salford,Irwell,690511,0.737,53.485246,0.183,-2.26639,Adelphi Weir
Broomfleet,Weighton Lock,L3401,unknown,53.71969,unknown,-0.67668,Broomfleet Weighton Lock
West Auckland,River Gaunless,024027,0.403,54.629699,0.068,-1.755963,Ramshaw Mill
Pinner,Pinn,2803TH,1,51.597129,0.025,-0.381769,"Pinner, Avenue Road"
Easby,River Leven,F3808,0.7,54.470289,0.106,-1.098857,Easby
Weston Turville,Wendover Springs,1922TH,0.361,51.78506,0.286,-0.75797,Weston Turville
Little Wittenham,Thames,1899TH,0.272,51.638206,-0.38,-1.179444,Days Lock
Edenfield,Irwell,690140,1.3,53.677382,0.235,-2.317104,Irwell Vale
Eversley,Blackwater,2435TH,1.2,51.356292,0.601,-0.888384,Eversley
Hookagate,Rea Brook,2018,1.1,52.678113,0.153,-2.791698,Hookagate
Belmont,Wye,055002_TG 301,3.8,52.045084,0.175,-2.752202,Belmont
Bridgnorth,River Severn,2180,3.6,52.534933,0.521,-2.415835,Bridgnorth
Cam,River Cam,2514,0.782,51.699985,0.578,-2.360238,Cam
Ferrybridge,Wash Dike,L1831,0.212,53.71016,0.022,-1.264561,Ferrybridge Fishergate
Standlake,Windrush,1090_w1TH,0.407,51.713499,0.131,-1.420988,Newbridge Weir A
Harpsden,Thames,2495TH,0.383,51.528776,0.111,-0.885703,Marsh Lock
Shepshed,Black Brook (Soar),4196,1.6,52.78322,0.529,-1.279553,Shepshed
